#id,NAME,pNAME,PSRJ,pPSRJ,RAJ,eRAJ,pRAJ,DECJ,eDECJ,pDECJ,PMRA,ePMRA,pPMRA,PMDEC,ePMDEC,pPMDEC,PX,ePX,pPX,POSEPOCH,pPOSEPOCH,RAJD,DECJD,P0,eP0,pP0,P1,eP1,pP1,F0,eF0,pF0,F1,eF1,pF1,F2,eF2,pF3,F3,eF3,pF3,PEPOCH,pPEPOCH,DM,eDM,pDM,DM1,eDM1,pDM1,W50,eW50,pW50,W10,eW10,pW10,S400,eS400,pS400,S1400,eS1400,pS1400,DMEPOCH,pDMEPOCH,BINARY,pBINARY,DIST,DIST_DM,pDIST_DM
#,,,,,(hms),,,(dms),,,(mas/yr),,,(mas/yr),,,(mas),,,(MJD),,(deg),(deg),(s),,,,,,(Hz),,,(s^-2),,,(s^-3),,,(s^-4),,,(MJD),,(cm^-3pc),,,(cm^-3pc/yr),,,(ms),,,(ms),,,(mJy),,,(mJy),,,(MJD),,(type),,(kpc),(kpc),
395,J1921+42,slr+14,J1921+42,slr+14,19:21:56,40,slr+14,+42:25,8,slr+14,*,0,*,*,0,*,*,0,*,56292,*,290.48333,42.41667,0.595201,1.5E-05,slr+14,*,0,*,1.6801,5E-05,slr+14,*,0,*,*,0,*,*,0,*,56292,*,53,1,slr+14,*,0,*,*,0,*,*,0,*,8.1,0,slr+14,*,0,*,56292,*,*,*,4.71,4.71,ymw17
396,J0520-2553,lml+98,J0520-2553,lml+98,05:20:36.185,0.0034,hlk+04,-25:53:12.29,0.11,hlk+04,*,0,*,*,0,*,*,0,*,51216,hlk+04,80.15077,-25.88675,0.2416421756731,7E-13,hlk+04,3.0092E-17,9E-21,hlk+04,4.138350423366,1.1E-11,hlk+04,-5.1536E-16,1.4E-19,hlk+04,4.9E-28,6E-27,hlk+04,*,0,*,51216,hlk+04,33.77,0.03,hlk+04,*,0,*,6,1,dsb+98,16,2,dsb+98,8,0,lml+98,0.2,0,gl98,51216,*,*,*,2.38,2.38,ymw17
397,J0749-4247,mld+96,J0749-4247,mld+96,07:49:49.675,0.004,dsb+98,-42:47:42.14,0.04,dsb+98,*,0,*,*,0,*,*,0,*,49014,*,117.45698,-42.79504,1.09545215761,1.4E-11,dsb+98,9.77E-16,4E-19,dsb+98,0.91286506038,1.2E-11,dsb+98,-8.142E-16,4E-19,dsb+98,*,0,*,*,0,*,49014,dsb+98,104.595,0.009,dsb+98,*,0,*,20,2,dsb+98,46,3,dsb+98,8,0,mld+96,0.6,0,lor94,49014,*,*,*,0.56,0.56,ymw17
398,B0751+32,dth78,J0754+3231,dth78,07:54:40.688,0.005,hlk+04,+32:31:56.2,0.2,hlk+04,-4,5,hla93,7,3,hla93,*,0,*,48725,hlk+04,118.66953,32.53228,1.442349479143,3E-12,hlk+04,1.079865E-15,1.7E-20,hlk+04,0.6933132465193,1E-12,hlk+04,-5.19073E-16,8E-21,hlk+04,-2.3E-28,1.1E-28,hlk+04,*,0,*,48725,hlk+04,39.9863,0.0014,bkk+16,*,0,*,12.2,0,lylg95,99.7,0,lylg95,8,1,lylg95,0.6,0.3,lylg95,56772,bkk+16,*,*,1.46,1.46,ymw17
399,B0903-42,mlt+78,J0904-4246,mlt+78,09:04:59.2,0.1,nmc81,-42:46:14,1,nmc81,*,0,*,*,0,*,*,0,*,43557.51,*,136.24667,-42.77056,0.9651709987,4E-10,nmc81,1.887E-15,1.8E-17,nmc81,1.0360858349,5E-10,nmc81,-2.026E-15,2E-17,nmc81,*,0,*,*,0,*,43557.5148,nmc81,145.8,0.5,hfs+04,*,0,*,21,0,hfs+04,32,0,hfs+04,8,0,tml93,0.6,0.07,hfs+04,43557.51,*,*,*,0.68,0.68,ymw17
400,J1047-3032,lml+98,J1047-3032,lml+98,10:47:00.813,0.014,hlk+04,-30:32:18.0,0.23,hlk+04,*,0,*,*,0,*,*,0,*,51019,hlk+04,161.75339,-30.53833,0.3303280523313,1.9E-12,hlk+04,6.1006E-17,2E-20,hlk+04,3.027293603866,1.7E-11,hlk+04,-5.5909E-16,1.8E-19,hlk+04,1.4E-26,7E-27,hlk+04,*,0,*,51019,hlk+04,52.54,0.07,hlk+04,*,0,*,16,1,dsb+98,28,2,dsb+98,8,0,lml+98,0.18,0,gl98,51019,*,*,*,2.15,2.15,ymw17
401,J1123-4844,lml+98,J1123-4844,lml+98,11:23:15.651,0.002,dsb+98,-48:44:22.75,0.04,dsb+98,*,0,*,*,0,*,*,0,*,49542.28,*,170.81521,-48.73965,0.244838478401,7E-12,dsb+98,6.54E-17,2E-19,dsb+98,4.08432533371,1.2E-10,dsb+98,-1.091E-15,4E-18,dsb+98,*,0,*,*,0,*,49542.28,dsb+98,92.915,0.003,dsb+98,*,0,*,12,1,dsb+98,17,2,dsb+98,8,0,lml+98,*,0,*,49542.28,*,*,*,1.86,1.86,ymw17
402,J1123-6651,lml+98,J1123-6651,lml+98,11:23:52.210,0.005,dsb+98,-66:51:49.07,0.02,dsb+98,*,0,*,*,0,*,*,0,*,49139,*,170.96754,-66.86363,0.232976432603,2E-12,dsb+98,2.75002E-15,3E-20,dsb+98,4.29227964746,4E-11,dsb+98,-5.06654E-14,6E-19,dsb+98,*,0,*,*,0,*,49139,dsb+98,111.196,0.005,dsb+98,*,0,*,16,1,dsb+98,23,2,dsb+98,8,0,lml+98,0.36,0.05,hfs+04,49139,*,*,*,1.68,1.68,ymw17
403,J1130-6807,lml+98,J1130-6807,lml+98,11:30:31.913,0.003,dsb+98,-68:07:28.52,0.02,dsb+98,*,0,*,*,0,*,*,0,*,50145.25,*,172.63297,-68.12459,0.2563527993088,8E-13,dsb+98,4.5968E-16,2E-20,dsb+98,3.900874118388,1.3E-11,dsb+98,-6.9949E-15,4E-19,dsb+98,*,0,*,*,0,*,50145.246094,dsb+98,148.734,0.004,dsb+98,*,0,*,17,3,dsb+98,60,5,dsb+98,8,0,lml+98,0.55,0.05,hwxh16,50145.25,*,*,*,1.97,1.97,ymw17
404,J1141-3322,lml+98,J1141-3322,lml+98,11:41:42.761,0.0041,hlk+04,-33:22:37.41,0.064,hlk+04,*,0,*,*,0,*,*,0,*,51019,hlk+04,175.42817,-33.37706,0.291467536511,4E-12,hlk+04,4.6346E-16,5E-20,hlk+04,3.4309138231,4E-11,hlk+04,-5.4555E-15,5E-19,hlk+04,-3.09E-25,1.8E-26,hlk+04,*,0,*,51019,hlk+04,46.448,0.017,hlk+04,*,0,*,4.8,0.5,dsb+98,7,1,dsb+98,8,0,lml+98,1,0,gl98,51019,*,*,*,1.85,1.85,ymw17
405,J1518+4904,nst96,J1518+4904,nst96,15:18:16.799084,1.6E-05,jsk+08,+49:04:34.25119,0.00016,jsk+08,-0.67,0.04,jsk+08,-8.53,0.04,jsk+08,*,0,*,51203,hlk+04,229.57,49.07618,0.040934988908333,6E-16,jsk+08,2.719E-20,3E-24,jsk+08,24.4289793809236,3E-13,jsk+08,-1.62263E-17,1.2E-21,jsk+08,-5.1E-28,1.8E-27,hlk+04,*,0,*,52000,jsk+08,11.61139,8E-05,jsk+08,*,0,*,1.42,0,kxl+98,*,0,*,8,4,snt97,4,2,kxl+98,52000,*,DD,jsk+08,0.96,0.96,ymw17
406,J1603-5657,lml+98,J1603-5657,lml+98,16:03:31.46,0.02,dsb+98,-56:57:44.19,0.08,dsb+98,*,0,*,*,0,*,*,0,*,49524.43,*,240.88108,-56.96227,0.49607711306,9E-11,dsb+98,2.795E-15,3E-18,dsb+98,2.0158156336,4E-10,dsb+98,-1.1358E-14,1.3E-17,dsb+98,*,0,*,*,0,*,49524.43,dsb+98,264.07,0.02,dsb+98,*,0,*,4.7,0,hfs+04,13,0,hfs+04,8,0,lml+98,0.53,0.06,hfs+04,49524.43,*,*,*,6.73,6.73,ymw17
407,J1706+59,slr+14,J1706+59,slr+14,17:07,3,slr+14,+59:10,18,slr+14,*,0,*,*,0,*,*,0,*,56292,*,256.75,59.16667,1.476687,5.8E-05,slr+14,*,0,*,0.67719,3E-05,slr+14,*,0,*,*,0,*,*,0,*,56292,*,31,2,slr+14,*,0,*,*,0,*,*,0,*,8,0,slr+14,*,0,*,56292,*,*,*,4.01,4.01,ymw17
408,B1811+40,dth78,J1813+4013,dth78,18:13:13.281,0.007,hlk+04,+40:13:39.03,0.11,hlk+04,*,0,*,*,0,*,*,0,*,49886,hlk+04,273.30534,40.22751,0.931089084936,3E-12,hlk+04,2.54871E-15,3E-20,hlk+04,1.074011086779,3E-12,hlk+04,-2.93994E-15,3E-20,hlk+04,1.49E-26,6E-28,hlk+04,*,0,*,49886,hlk+04,41.55656,0.00022,bkk+16,*,0,*,12.2,0,lylg95,28,0,lylg95,8,2,lylg95,1.1,0.2,lylg95,56780,bkk+16,*,*,4.92,4.92,ymw17
409,B1822+00,dtws85,J1825+0004,dtws85,18:25:15.324,0.0024,hlk+04,+00:04:19.70,0.11,hlk+04,*,0,*,*,0,*,*,0,*,49719,hlk+04,276.31385,0.07214,0.778949400076,5E-12,hlk+04,8.7616E-16,5E-20,hlk+04,1.28378043542,8E-12,hlk+04,-1.444E-15,8E-20,hlk+04,-1.34E-26,1.5E-27,hlk+04,*,0,*,49719,hlk+04,56.618,0.009,hlk+04,*,0,*,10.3,0,lylg95,23.2,0,lylg95,8,2,lylg95,0.4,0.1,lylg95,49719,*,*,*,1.86,1.86,ymw17
410,B1848+12,stwd85,J1851+1259,stwd85,18:51:13.215,0.0061,hlk+04,+12:59:35.29,0.14,hlk+04,*,0,*,*,0,*,*,0,*,49908,hlk+04,282.80506,12.99313,1.20530328456,1.1E-10,hlk+04,1.15199E-14,8E-19,hlk+04,0.82966670116,7E-11,hlk+04,-7.9297E-15,5E-19,hlk+04,1.47E-25,1.1E-26,hlk+04,*,0,*,49908,hlk+04,70.6333,0.0017,bkk+16,*,0,*,11,0,hfs+04,21,0,hfs+04,8,2,lylg95,0.75,0.08,hfs+04,56687,bkk+16,*,*,2.64,2.64,ymw17
411,B1851-14,mlt+78,J1854-1421,mlt+78,18:54:44.292,0.0083,hlk+04,-14:21:26.4,0.61,hlk+04,*,0,*,*,0,*,*,0,*,49909,hlk+04,283.68455,-14.35734,1.146594847118,1.4E-11,hlk+04,4.16118E-15,1E-19,hlk+04,0.872147648765,1E-11,hlk+04,-3.16517E-15,7E-20,hlk+04,-1.42E-26,1.8E-27,hlk+04,*,0,*,49909,hlk+04,130.4,0.03,hlk+04,*,0,*,18.9,0,lylg95,47.1,0,lylg95,8,1,lylg95,*,0,*,49909,*,*,*,6.91,6.91,ymw17
412,B1924+16,ht74,J1926+1648,ht74,19:26:45.322,0.0029,hlk+04,+16:48:32.78,0.068,hlk+04,*,0,*,*,0,*,*,0,*,49857,hlk+04,291.68885,16.80911,0.57982281497,4E-11,hlk+04,1.79944E-14,3E-19,hlk+04,1.72466480135,1.1E-10,hlk+04,-5.35237E-14,7E-19,hlk+04,4.1E-26,1.6E-26,hlk+04,*,0,*,49857,hlk+04,176.885,0.011,hlk+04,*,0,*,14.6,0,lylg95,25.6,0,lylg95,8,1,lylg95,1.3,0.2,lylg95,49857,*,*,*,6,4.5,ymw17
413,J2005-0020,mld+96,J2005-0020,mld+96,20:05:43.74,0.037,hlk+04,-00:20:21.9,1.4,hlk+04,*,0,*,*,0,*,*,0,*,50852,hlk+04,301.43229,-0.33943,2.27966105858,4E-11,hlk+04,2.56626E-14,6E-19,hlk+04,0.438661702026,7E-12,hlk+04,-4.93811E-15,1.1E-19,hlk+04,7.8E-28,5E-27,hlk+04,*,0,*,50852,hlk+04,35.93,0.17,hlk+04,*,0,*,50,4,dsb+98,71,5,dsb+98,8,0,mld+96,0.4,0,lor94,50852,*,*,*,1.83,1.83,ymw17
414,B2323+63,dth78,J2325+6316,dth78,23:25:13.32,0.055,hlk+04,+63:16:52.3,0.37,hlk+04,*,0,*,*,0,*,*,0,*,48309,hlk+04,351.30553,63.28119,1.436309536149,1.1E-11,hlk+04,2.82546E-15,7E-20,hlk+04,0.696228754897,5E-12,hlk+04,-1.3696E-15,3E-20,hlk+04,6.9E-28,3E-28,hlk+04,*,0,*,48309,hlk+04,197.37,0.05,hlk+04,*,0,*,131.2,0,lylg95,150,0,lylg95,8,2,lylg95,2.1,0.5,lylg95,48309,*,*,*,4.85,4.85,ymw17
415,J0030+0451,lzb+00,J0030+0451,lzb+00,00:30:27.42823,4.8E-05,mnf+16,+04:51:39.7112,0.0017,mnf+16,-5.9,0.5,dcl+16,-0.2,1.1,dcl+16,2.79,0.23,dcl+16,54997,mnf+16,7.61428,4.86103,0.00486545321091,8E-16,abb+15,1.0174E-20,3E-24,abb+15,205.53069912536,3E-11,abb+15,-4.2978E-16,1.1E-19,abb+15,*,0,*,*,0,*,54997,abb+15,4.33252,4E-05,srb+15,*,0,*,*,0,*,*,0,*,7.9,0.2,lzb+00,0.6,0.2,lzb+00,56560,srb+15,*,*,0.36,0.34,ymw17
416,B1757-24,mdt85,J1801-2451,mdt85,18:01:00.016,0.008,zbcg08,-24:51:27.5,0.2,zbcg08,-11,9,zbcg08,-1,15,zbcg08,*,0,*,53348,zbcg08,270.25007,-24.85764,0.124924206569,8E-12,hlk+04,1.279057E-13,5E-19,hlk+04,8.0048537226,5E-10,hlk+04,-8.1959E-12,3E-17,hlk+04,4.01E-22,1E-23,hlk+04,*,0,*,52503,hlk+04,291.55,0.05,pkj+13,*,0,*,9.6,0,hfs+04,*,0,*,7.8,0,lylg95,0.85,0.09,hfs+04,55000,pkj+13,*,*,25,25,ymw16
417,B1930+22,ht75b,J1932+2220,ht75b,19:32:22.74,0.029,hlk+04,+22:20:51.5,0.5,hlk+04,*,0,*,*,0,*,*,0,*,51418,hlk+04,293.09476,22.34764,0.14446976514,3E-11,hlk+04,5.75717E-14,3E-19,hlk+04,6.9218635401,1E-09,hlk+04,-2.758388E-12,1E-17,hlk+04,4.39E-23,8E-25,hlk+04,*,0,*,51418,hlk+04,219.2,0.5,hlk+04,*,0,*,5.7,0,lylg95,9.2,0,lylg95,7.8,0.8,lylg95,1.2,0.1,lylg95,51418,*,*,*,10.9,8,ymw17
418,B0853-33,mlt+78,J0855-3331,mlt+78,08:55:38.413,0.0063,hlk+04,-33:31:39.30,0.1,hlk+04,*,0,*,*,0,*,*,0,*,49886,hlk+04,133.91006,-33.52758,1.267535702756,5E-12,hlk+04,6.32095E-15,3E-20,hlk+04,0.788932412575,3E-12,hlk+04,-3.934249E-15,1.8E-20,hlk+04,4.9E-28,4E-28,hlk+04,*,0,*,49886,hlk+04,86.635,0.016,hlk+04,*,0,*,22.8,0,lylg95,37.4,0,lylg95,7.7,0,lylg95,0.6,0.1,lylg95,49886,*,*,*,0.5,0.5,ymw17
419,B0114+58,stwd85,J0117+5914,stwd85,01:17:38.661,0.0026,hlk+04,+59:14:38.39,0.023,hlk+04,*,0,*,*,0,*,*,0,*,49751,hlk+04,19.41109,59.244,0.1014390664824,2E-12,hlk+04,5.849955E-15,1.7E-20,hlk+04,9.85813488508,1.9E-10,hlk+04,-5.685151E-13,1.6E-18,hlk+04,-3.38E-24,4E-26,hlk+04,*,0,*,49751,hlk+04,49.42068,0.00059,bkk+16,*,0,*,4.1,0,lylg95,8.3,0,lylg95,7.6,0.6,lylg95,0.3,0,lylg95,56780,bkk+16,*,*,1.77,1.77,ymw17
420,B1552-23,mlt+78,J1555-2341,mlt+78,15:55:33.184,0.017,hlk+04,-23:41:09.9,1.1,hlk+04,*,0,*,*,0,*,*,0,*,49899,hlk+04,238.88827,-23.68608,0.5325777412091,1.8E-12,hlk+04,6.93702E-16,1.5E-20,hlk+04,1.877660147286,6E-12,hlk+04,-2.44572E-15,5E-20,hlk+04,-3.03E-26,1.2E-27,hlk+04,*,0,*,49899,hlk+04,51.901,0.015,hlk+04,*,0,*,10.8,0,lylg95,27.2,0,lylg95,7.6,0.6,lylg95,0.9,0.1,lylg95,49899,*,*,*,3.75,3.75,ymw17
421,B0037+56,dtws85,J0040+5716,dtws85,00:40:32.362,0.0059,hlk+04,+57:16:24.91,0.053,hlk+04,*,0,*,*,0,*,*,0,*,49667,hlk+04,10.13484,57.27359,1.1182253452412,1.3E-12,hlk+04,2.878973E-15,1.2E-20,hlk+04,0.8942741320036,1E-12,hlk+04,-2.30239E-15,9E-21,hlk+04,-1.2E-28,1.7E-28,hlk+04,*,0,*,49667,hlk+04,92.5146,0.0025,bkk+16,*,0,*,12.2,0,lylg95,24.4,0,lylg95,7.5,0.5,lylg95,0.6,0,lylg95,56753,bkk+16,*,*,2.42,2.42,ymw17
422,B1931+24,stwd85,J1933+2421,stwd85,19:33:37.832,0.014,hlk+04,+24:36:39.6,0.32,hlk+04,*,0,*,*,0,*,*,0,*,50629,hlk+04,293.40764,24.61101,0.81369030283,7E-11,hlk+04,8.1098E-15,7E-19,hlk+04,1.22896880609,1E-10,hlk+04,-1.22488E-14,1E-18,hlk+04,1.16E-24,3E-26,hlk+04,*,0,*,50629,hlk+04,106.03,0.06,hlk+04,*,0,*,25.9,0,lylg95,40.9,0,lylg95,7.5,0,lylg95,*,0,*,50629,*,*,*,4.64,4.64,ymw17
423,B1941-17,mlt+78,J1944-1750,mlt+78,19:44:05.23,0.051,hlk+04,-17:50:11,3.9,hlk+04,*,0,*,*,0,*,*,0,*,49905,hlk+04,296.02183,-17.83641,0.841157774341,6E-12,hlk+04,9.8619E-16,5E-20,hlk+04,1.188837612282,8E-12,hlk+04,-1.39382E-15,6E-20,hlk+04,1.41E-26,1.3E-27,hlk+04,*,0,*,49905,hlk+04,56.32,0.06,hlk+04,*,0,*,19.1,0,lylg95,30.5,0,lylg95,7.5,0.5,lylg95,0.2,0,lylg95,49905,*,*,*,4.12,4.12,ymw17
424,J0746+66,slr+14,J0746+66,slr+14,07:46,3,slr+14,+66:36,18,slr+14,*,0,*,*,0,*,*,0,*,56292,*,116.5,66.6,0.4076702,9.3E-06,slr+14,*,0,*,2.45296,6E-05,slr+14,*,0,*,*,0,*,*,0,*,56292,*,28,1,slr+14,*,0,*,*,0,*,*,0,*,7.4,0,slr+14,*,0,*,56292,*,*,*,1.88,1.88,ymw17
425,J1649+2533,fcwa95,J1649+2533,fcwa95,16:49:44.23,0.05,lwf+04,+25:33:07.0,0.2,lwf+04,*,0,*,*,0,*,*,0,*,51825,*,252.43429,25.55194,1.0152573918,5E-10,lwf+04,5.594E-16,2E-19,lwf+04,0.9849718978,5E-10,lwf+04,-5.4271E-16,2E-19,lwf+04,*,0,*,*,0,*,51825,lwf+04,34.4622,0.0078,bkk+16,*,0,*,25,0,lwf+04,38,0,lwf+04,7.4,0.4,lwf+04,*,0,*,56748,bkk+16,*,*,25,25,ymw17
426,J0517+2212,cha03,J0517+2212,cha03,05:17:17.147,0.002,bfrs18,+22:12:51.9,0.2,bfrs18,*,0,*,*,0,*,*,0,*,53400,*,79.32145,22.21442,0.2223665151982,7E-13,bfrs18,1.16047E-17,1.5E-21,bfrs18,4.497079963269,1.3E-11,bfrs18,-2.3469E-16,3E-20,bfrs18,*,0,*,*,0,*,53400,bfrs18,18.705,0.014,bfrs18,*,0,*,28,0,bfrs18,*,0,*,7,0,cha03,0.46,0.02,bfrs18,53400,*,*,*,0.16,0.16,ymw17
427,B0940+16,mlt+78,J0943+1631,mlt+78,09:43:30.10,0.15,hlk+04,+16:31:37,6,hlk+04,23,16,hla93,9,11,hla93,*,0,*,48865,hlk+04,145.87542,16.52694,1.087417728071,1E-11,hlk+04,9.109E-17,8E-20,hlk+04,0.919609800526,8E-12,hlk+04,-7.703E-17,6E-20,hlk+04,4E-28,8.3E-28,hlk+04,*,0,*,48865,hlk+04,20.3402,0.0018,bkk+16,*,0,*,70.1,0,lylg95,103,0,lylg95,7,2,lylg95,1.4,0.4,lylg95,56687,bkk+16,*,*,1.49,1.49,ymw17
428,B1105-59,mlt+78,J1107-5947,mlt+78,11:07:58.7,0.3,nmc81,-59:47:04,3,nmc81,*,0,*,*,0,*,*,0,*,43558.51,*,166.99458,-59.78444,1.5165309654,1.2E-09,nmc81,3.4E-16,5E-17,nmc81,0.659399658,6E-10,nmc81,-1.5E-16,3E-17,nmc81,*,0,*,*,0,*,43558.5147,nmc81,158.4,1.1,hfs+04,*,0,*,45,0,tml93,80,0,tml93,7,0,tml93,0.43,0.05,hfs+04,43558.51,*,*,*,1.91,1.91,ymw17
429,B1118-79,mlt+78,J1119-7936,mlt+78,11:19:40.8,0.3,nmc81,-79:36:30.3,0.8,nmc81,*,0,*,*,0,*,*,0,*,43557.71,*,169.92,-79.60842,2.2805971963,7E-10,nmc81,3.67E-15,4E-17,nmc81,0.43848164052,1.4E-10,nmc81,-7.06E-16,8E-18,nmc81,*,0,*,*,0,*,43557.7091,nmc81,27.4,1.4,nmc81,*,0,*,46,0,tml93,70,0,tml93,7,0,tml93,*,0,*,43557.71,*,*,*,0.81,0.81,ymw17
430,J1143-5158,mld+96,J1143-5158,mld+96,11:43:15.065,0.005,dsb+98,-51:58:39.89,0.05,dsb+98,*,0,*,*,0,*,*,0,*,48917,*,175.81277,-51.97775,0.675646047064,8E-12,dsb+98,6.953E-16,2E-19,dsb+98,1.480064901357,1.8E-11,dsb+98,-1.5231E-15,5E-19,dsb+98,*,0,*,*,0,*,48917,dsb+98,159.03,0.02,dsb+98,*,0,*,8,2,dsb+98,24,2,dsb+98,7,0,mld+96,0.3,0,lor94,48917,*,*,*,2.4,2.4,ymw17
431,J1156-5909,lml+98,J1156-5909,lml+98,11:56:21.5,0.1,dsb+98,-59:09:12.3,0.3,dsb+98,*,0,*,*,0,*,*,0,*,49314.78,*,179.08958,-59.15342,1.0379310509,9E-10,dsb+98,1.02E-15,2E-17,dsb+98,0.9634551343,9E-10,dsb+98,-9.47E-16,1.9E-17,dsb+98,*,0,*,*,0,*,49314.78,dsb+98,219.2,0.1,dsb+98,*,0,*,15,3,dsb+98,20,3,dsb+98,7,0,lml+98,*,0,*,49314.78,*,*,*,2.33,2.33,ymw17
432,J1320-3512,mld+96,J1320-3512,mld+96,13:20:12.68,0.04,dsb+98,-35:12:26.0,0.8,dsb+98,*,0,*,*,0,*,*,0,*,48734,*,200.05283,-35.20722,0.45848840672,7E-11,dsb+98,1.9E-18,8E-19,dsb+98,2.1810802309,4E-10,dsb+98,-9E-18,3.9E-18,dsb+98,*,0,*,*,0,*,48734,dsb+98,16.42,0.1,dsb+98,*,0,*,50,5,dsb+98,90,10,dsb+98,7,0,mld+96,*,0,*,48734,*,*,*,0.87,0.87,ymw17
433,B1630-59,mlt+78,J1635-5954,mlt+78,16:35:09.08,0.07,nmc81,-59:54:41,1,nmc81,*,0,*,*,0,*,*,0,*,43564.05,*,248.78783,-59.91139,0.52912125685,1.1E-10,nmc81,1.368E-15,5E-18,nmc81,1.8899259613,4E-10,nmc81,-4.886E-15,1.8E-17,nmc81,*,0,*,*,0,*,43564.0529,nmc81,134.9,1.3,nmc81,*,0,*,13,0,tml93,35,0,tml93,7,0,tml93,1.56,0.02,hwxh16,43564.05,*,*,*,7.21,7.21,ymw17
434,J1822-4209,mld+96,J1822-4209,mld+96,18:22:11.356,0.003,dsb+98,-42:09:10.98,0.07,dsb+98,*,0,*,*,0,*,*,0,*,49015,*,275.54732,-42.15305,0.456511944952,4E-12,dsb+98,4.5864E-16,6E-20,dsb+98,2.190523185774,2E-11,dsb+98,-2.2007E-15,3E-19,dsb+98,*,0,*,*,0,*,49015,dsb+98,72.514,0.005,dsb+98,*,0,*,17,2,dsb+98,32,3,dsb+98,7,0,mld+96,1.5,0,lor94,49015,*,*,*,3.69,3.69,ymw17
435,J1947-4215,lml+98,J1947-4215,lml+98,19:47:06,25,dsb+98,-42:15,3,dsb+98,*,0,*,*,0,*,*,0,*,49000,*,296.775,-42.25,1.798069,1E-06,dsb+98,*,0,*,0.5561522,4E-07,dsb+98,*,0,*,*,0,*,*,0,*,49000,dsb+98,35,1,dsb+98,*,0,*,72,8,dsb+98,90,10,dsb+98,7,0,lml+98,*,0,*,49000,*,*,*,2.2,2.2,ymw17
436,B1951+32,kcb+88,J1952+3252,kcb+88,19:52:58.206,0.001,zbcg08,+32:52:40.51,0.01,zbcg08,-28.8,0.9,zbcg08,-14.7,0.9,zbcg08,*,0,*,52793,zbcg08,298.24252,32.87792,0.0395311928548,1.1E-12,hlk+04,5.844803E-15,8E-21,hlk+04,25.2964792556,7E-10,hlk+04,-3.740159E-12,5E-18,hlk+04,1.462E-23,1.1E-25,hlk+04,*,0,*,49845,hlk+04,45.006,0.019,hlk+04,*,0,*,4.7,0,lylg95,9.6,0,lylg95,7,1,lylg95,1,0.1,lylg95,49845,*,*,*,3,3.22,ymw17
437,J2038-3816,lml+98,J2038-3816,lml+98,20:38:54.19,0.03,dsb+98,-38:16:11.9,1,dsb+98,*,0,*,*,0,*,*,0,*,49486.61,*,309.72579,-38.26997,1.5772861505,3E-10,dsb+98,4.134E-15,4E-18,dsb+98,0.63400036809,1.3E-10,dsb+98,-1.6617E-15,1.7E-18,dsb+98,*,0,*,*,0,*,49486.61,dsb+98,33.96,0.06,dsb+98,*,0,*,45,4,dsb+98,75,5,dsb+98,7,0,lml+98,*,0,*,49486.61,*,*,*,3.59,3.59,ymw17
438,B2123-67,mlt+78,J2127-6648,mlt+78,21:27:31.28,0.16,nmc81,-66:48:28.1,0.9,nmc81,*,0,*,*,0,*,*,0,*,43557.12,*,321.88033,-66.80781,0.32577128742,1.1E-10,nmc81,2.26E-16,5E-18,nmc81,3.0696382358,1.1E-09,nmc81,-2.13E-15,5E-17,nmc81,*,0,*,*,0,*,43557.1151,nmc81,35,3,nmc81,*,0,*,16,0,tml93,40,0,tml93,7,0,tml93,*,0,*,43557.12,*,*,*,6,6,ymw17
439,J2256-1024,hrm+11,J2256-1024,hrm+11,22:56:56.39,0.01,bvr+13,-10:24:34.37,0.12,bvr+13,*,0,*,*,0,*,*,0,*,55196,*,344.23496,-10.40955,0.00229,0,hrm+11,*,0,*,436.681223,0,hrm+11,*,0,*,*,0,*,*,0,*,55196,*,13.8,0,hrm+11,*,0,*,*,0,*,*,0,*,7,0,hrm+11,*,0,*,55196,*,BT,hrm+11,1.33,1.33,ymw17
440,B0144+59,stwd85,J0147+5922,stwd85,01:47:44.6457,0.0017,ywml10,+59:22:03.293,0.015,ywml10,*,0,*,*,0,*,*,0,*,53160,ywml10,26.93602,59.36758,0.19632137543003,1.6E-13,ywml10,2.56763E-16,8E-21,ywml10,5.093688844679,4E-12,ywml10,-6.6619E-15,2E-19,ywml10,3.39E-26,1.2E-27,hlk+04,*,0,*,54011,ywml10,40.111,0.003,hlk+04,*,0,*,7,0,lylg95,10.1,0,lylg95,6.6,0.5,lylg95,2.1,0.3,lylg95,54011,*,*,*,1.58,1.58,ymw17
441,B1740-31,jlm+92,J1743-3150,jlm+92,17:43:36.685,0.014,hlk+04,-31:50:21.7,1.4,hlk+04,*,0,*,*,0,*,*,0,*,50241,hlk+04,265.90286,-31.83936,2.41457551997,6E-11,hlk+04,1.207753E-13,6E-19,hlk+04,0.414151469577,1E-11,hlk+04,-2.071555E-14,1E-19,hlk+04,-2.4E-26,3E-27,hlk+04,*,0,*,50241,hlk+04,193.05,0.07,hlk+04,*,0,*,45,0,hfs+04,68,0,hfs+04,6.6,0,lylg95,1.9,0.2,hfs+04,50241,*,*,*,3.33,3.33,ymw17
